friendlyName,externalLocationId,phoneNumber,email,addressLine1,addressLine2,city,state,zipCode,country,latitude,longitude,Monday-HoursOfOperation,Tuesday-HoursOfOperation,Wednesday-HoursOfOperation,Thursday-HoursOfOperation,Friday-HoursOfOperation,Saturday-HoursOfOperation,Sunday-HoursOfOperation
The UPS Store 3508,TUPSS3508,(209) 825-2001,store3508@theupsstore.com,1169 S Main St,,Manteca,CA,95337,USA,37.7870801,-121.2206929,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 2847,TUPSS2847,(650)948-0111,store2847@theupsstore.com,530 SHOWERS DR,STE 7,MOUNTAIN VIEW,CA,94040-1457,USA,37.401638,-122.107564,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 10:00 - 16:00,Sunday 10:00 - 15:00
The UPS Store 1805,TUPSS1805,(510)226-7690,store1805@theupsstore.com,3984 WASHINGTON BLVD,,FREMONT,CA,94538-4954,USA,37.53198,-121.958585,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:30 - 15:00,Sunday Closed
The UPS Store 6139,TUPSS6139,(510)742-1400,store6139@theupsstore.com,35640 FREMONT BLVD,,FREMONT,CA,94536-3420,USA,37.568165,-122.02496,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 7559,TUPSS7559,(510) 552-1316,store7559@theupsstore.com,2472-B Whipple Rd,,Hayward,CA,94544,USA,37.6067058,-122.0638031,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 10:00 - 16:00,Sunday 10:00 - 16:00
The UPS Store 1252,TUPSS1252,510-670-0607,store1252@theupsstore.com,25125 Santa Clara St,,Hayward,CA,94544,USA,37.6474823,-122.095401,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 09:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 0447,TUPSS0447,(510)522-1234,store0447@theupsstore.com,875 ISLAND DR,STE A,ALAMEDA,CA,94502,USA,37.737442,-122.238805,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 7098,TUPSS7098,5109900826,store7098@theupsstore.com,4100 Redwood Road,Ste 20A,Oakland,CA,94619,USA,37.7983179,-122.184649,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 10:00 - 16:00,Sunday Closed
The UPS Store 7080,TUPSS7080,(510) 920-0426,store7080@theupsstore.com,5627 Telegraph Ave,,Oakland,CA,94609,USA,37.8415872,-122.2642131,Monday 09:00 - 18:00,Tuesday 09:00 - 18:00,Wednesday 09:00 - 18:00,Thursday 09:00 - 18:00,Friday 09:00 - 18:00,Saturday 10:00 - 16:30,Sunday 10:00 - 16:30
The UPS Store 0966,TUPSS0966,(650)991-4444,store0966@theupsstore.com,235 WESTLAKE CENTER,,DALY CITY,CA,94015,USA,37.700593,-122.482948,Monday 09:00 - 19:00,Tuesday 09:00 - 19:00,Wednesday 09:00 - 19:00,Thursday 09:00 - 19:00,Friday 09:00 - 19:00,Saturday 10:00 - 18:00,Sunday 11:00 - 16:00
Certifix Live Scan - San Francisco,Certifix - San Francisco,(415) 645-5111,sanfrancisco@certifix.com,447 Sutter St,Ste 405,San Francisco,CA,94108,USA,37.789047,-122.407946,Monday 09:30 - 17:00,Tuesday 09:30 - 17:00,Wednesday 09:30 - 17:00,Thursday 09:30 - 17:00,Friday 09:30 - 17:00,Saturday Closed,Sunday Closed
The UPS Store 7167,TUPSS7167,(415) 346-0124,store7167@theupsstore.com,1410 Franklin St.,,San Francisco,CA,94109,USA,37.7849806,-122.4227329,Monday 09:00 - 19:00,Tuesday 09:00 - 19:00,Wednesday 09:00 - 19:00,Thursday 09:00 - 19:00,Friday 09:00 - 19:00,Saturday 09:00 - 17:00,Sunday 12:00 - 17:00
The UPS Store 7422,TUPSS7422,(510) 340-3100,store7422@theupsstore.com,11461 San Pablo Ave,,El Cerrito,CA,94530,USA,37.9225539,-122.3189144,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday 10:00 - 16:30
The UPS Store 1132,TUPSS1132,(916) 983-3060,store1132@theupsstore.com,705 E Bidwell St,Ste 2,Folsom,CA,95630,USA,38.6709175,-121.1630621,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 4601,TUPSS4601,(916)443-2330,store4601@theupsstore.com,1809 S ST,STE 101,SACRAMENTO,CA,95811-6760,USA,38.567593,-121.486458,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 1018,TUPSS1018,(916) 484-0938,store1018@theupsstore.com,3335 Watt Ave,Ste B,Sacramento,CA,95821,USA,38.6271031,-121.3856091,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 2110,TUPSS2110,(707)425-1899,store2110@theupsstore.com,2401-A WATERMAN BLVD,STE 4,FAIRFIELD,CA,94533,USA,38.272102,-122.053261,Monday 09:00 - 19:00,Tuesday 09:00 - 19:00,Wednesday 09:00 - 19:00,Thursday 09:00 - 19:00,Friday 09:00 - 19:00,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 1009,TUPSS1009,(916) 648-1041,store1009@theupsstore.com,1500 W El Camino Ave,Ste 13,Sacramento,CA,95833,USA,38.6120381,-121.4970555,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 4462,TUPSS4462,(916)780-4544,store4462@theupsstore.com,1079 SUNRISE AVE,STE B,ROSEVILLE,CA,95661,USA,38.727642,-121.270691,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 4364,TUPSS4364,(775)828-6226,store4364@theupsstore.com,550 W PLUMB LN,STE B,RENO,NV,89509,USA,39.505066,-119.816589,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 0949,TUPSS0949,(775) 322-5105,store0949@theupsstore.com,561 Keystone Ave,,Reno,NV,89503,USA,39.5283921,-119.8319976,Monday 07:30 - 18:00,Tuesday 07:30 - 18:00,Wednesday 07:30 - 18:00,Thursday 07:30 - 18:00,Friday 07:30 - 18:00,Saturday 09:00 - 16:00,Sunday Closed
The UPS Store 5024,TUPSS5024,(530)419-0639,store5024@theupsstore.com,1040 LINCOLN RD,,YUBA CITY,CA,95991,USA,39.112404,-121.628143,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 1323,TUPSS1323,(530)891-1623,store1323@theupsstore.com,2485 NOTRE DAME BLVD,STE 370,CHICO,CA,95928-7167,USA,39.716198,-121.793355,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 5266,TUPSS5266,(801)379-6000,store5266@theupsstore.com,223 W BULLDOG BLVD,,PROVO,UT,84604,USA,40.250037,-111.662932,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 5517,TUPSS5517,(801) 768-7300,store5517@theupsstore.com,212 E Crossroads Blvd,,Saratoga Springs,UT,84043,USA,40.3878919,-111.9136747,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 5511,TUPSS5511,(575)526-9235,store5511@theupsstore.com,2521 N MAIN ST,UNIT 1,LAS CRUCES,NM,88001,USA,32.332747,-106.7819,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 15:00,Sunday 10:00 - 15:00
The UPS Store 4848,TUPSS4848,(801)785-0445,store4848@theupsstore.com,881 WEST STATE RD,STE 140,PLEASANT GROVE,UT,84062,USA,40.364632,-111.753545,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 4305,TUPSS4305,(530)226-5192,store4305@theupsstore.com,1095 HILLTOP DR,,REDDING,CA,96003,USA,40.591209,-122.357955,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 09:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 4164,TUPSS4164,(801)966-3690,store4164@theupsstore.com,4956 W 6200 S,,Kearns,UT,84118,USA,40.6390322,-112.0114211,Monday 08:30 - 20:00,Tuesday 08:30 - 20:00,Wednesday 08:30 - 20:00,Thursday 08:30 - 20:00,Friday 08:30 - 20:00,Saturday 09:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 3608,TUPSS3608,(801)567-0200,store3608@theupsstore.com,7103 S Redwood Road,,West Jordan,UT,84084,USA,40.6220453,-111.9395663,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 5716,TUPSS5716,(801)523-8234,store5716@theupsstore.com,1914 EAST 9400 SOUTH,,SANDY,UT,84093,USA,40.57956,-111.836205,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 0751,TUPSS0751,(505)831-1001,store0751@theupsstore.com,3301 COORS RD NW,STE R,ALBUQUERQUE,NM,87120,USA,35.120823,-106.702171,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:30 - 15:00,Sunday Closed
The UPS Store 0207,TUPSS0207,(915)833-4005,store0207@theupsstore.com,7101 N MESA,,EL PASO,TX,79912,USA,31.835276,-106.553116,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:00,Saturday 09:00 - 16:00,Sunday 10:00 - 15:00
The UPS Store 1986,TUPSS1986,(801)485-3377,store1986@theupsstore.com,2223 S HIGHLAND DR,#E6,SALT LAKE CITY,UT,84106-2882,USA,40.722267,-111.858349,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 1982,TUPSS1982,(915)860-8007,store1982@theupsstore.com,700 N ZARAGOSA RD,STE N,EL PASO,TX,79907,USA,31.703161,-106.318771,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 09:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 5741,TUPSS5741,(970)241-4646,store5741@theupsstore.com,2536 Rimrock Ave,Ste 400,Grand Junction,CO,81505,USA,39.0788057,-108.5847759,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 08:00 - 16:00,Sunday 10:00 - 15:00
The UPS Store 7225,TUPSS7225,(801) 629-0121,store7225@theupsstore.com,185 W 12Th St,Ste D,Ogden,UT,84404,USA,41.2439119,-111.9827822,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 09:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 3790,TUPSS3790,(801)786-0932,store3790@theupsstore.com,2637 N WASHINGTON BLVD,,NORTH OGDEN,UT,84414,USA,41.306765,-111.971165,Monday 10:00 - 17:00,Tuesday 10:00 - 17:00,Wednesday 10:00 - 17:00,Thursday 10:00 - 17:00,Friday 10:00 - 17:00,Saturday 11:00 - 16:30,Sunday Closed
The UPS Store 4804,TUPSS4804,(575) 623-6245,store4804@theupsstore.com,115 E College Blvd,,Roswell,NM,88201,USA,33.4090787,-104.5234537,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 09:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 1988,TUPSS1988,(208)233-7775,store1988@theupsstore.com,1110 YELLOWSTONE AVE,,POCATELLO,ID,83201-4406,USA,42.895586,-112.450918,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 3067,TUPSS3067,(208)468-0800,store3067@theupsstore.com,1123 12TH AVENUE RD,,NAMPA,ID,83686-5378,USA,43.557125,-116.574051,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 09:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 4172,TUPSS4172,(208)338-9979,store4172@theupsstore.com,6568 S FEDERAL WAY,,BOISE,ID,83716,USA,43.543316,-116.15612,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 16:00,Sunday Closed
The UPS Store 2271,TUPSS2271,(208)528-6100,store2271@theupsstore.com,2184 CHANNING WAY,,IDAHO FALLS,ID,83404,USA,43.477627,-111.990813,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 1374,TUPSS1374,(719)687-3023,store1374@theupsstore.com,1067 E US HWY 24,,WOODLAND PARK,CO,80863,USA,38.983181,-105.046999,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 09:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 6346,TUPSS6346,(719)635-5728,store6346@theupsstore.com,3246 Centennial BLVD,,COLORADO SPRINGS,CO,80907,USA,38.877966,-104.847152,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 6327,TUPSS6327,(719)382-7506,store6327@theupsstore.com,6885 MESA RIDGE PKWY,,FOUNTAIN,CO,80817,USA,38.716474,-104.699643,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 5633,TUPSS5633,(303) 838-8200,store5633@theupsstore.com,25587 Conifer Rd,Ste 105,Conifer,CO,80433,USA,39.5442118,-105.2914334,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 16:30,Sunday 10:00 - 15:00
The UPS Store 1716,TUPSS1716,(303) 278-2363,store1716@theupsstore.com,601 16Th St,Ste C,Golden,CO,80401,USA,39.752968,-105.2183219,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 2449,TUPSS2449,(303)933-7700,store2449@theupsstore.com,6732 W COAL MINE AVE,,LITTLETON,CO,80123-4573,USA,39.594243,-105.070393,Monday 08:00 - 17:00,Tuesday 08:00 - 17:00,Wednesday 08:00 - 17:00,Thursday 08:00 - 17:00,Friday 08:00 - 17:00,Saturday 09:00 - 16:00,Sunday 10:00 - 15:00
The UPS Store 5442,TUPSS5442,(303) 565-1900,store5442@theupsstore.com,14405 W Colfax Ave,,Lakewood,CO,80401,USA,39.7336735,-105.1631223,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 09:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 6746,TUPSS6746,(541) 504-8600,store6746@theupsstore.com,946 Sw Veterans Way,#102,Redmond,OR,97756,USA,44.2681814,-121.1801617,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 1228,TUPSS1228,(303)663-5520,store1228@theupsstore.com,558 CASTLE PINES PARKWAY,UNIT B-4,CASTLE ROCK,CO,80108,USA,39.472184,-104.875412,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 08:30 - 16:30,Sunday 11:00 - 16:00
The UPS Store 2328,TUPSS2328,(303)722-4404,store2328@theupsstore.com,303 S BROADWAY,STE 200,DENVER,CO,80209,USA,39.710981,-104.987592,Monday 09:00 - 16:30,Tuesday 09:00 - 16:30,Wednesday 09:00 - 16:30,Thursday 09:00 - 16:30,Friday 09:00 - 16:30,Saturday Closed,Sunday Closed
The UPS Store 0711,TUPSS0711,(303)745-7948,store0711@theupsstore.com,3124 S PARKER RD,#A2,AURORA,CO,80014,USA,39.660042,-104.850578,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 15:00,Sunday Closed
The UPS Store 4487,TUPSS4487,(303)996-5660,store4487@theupsstore.com,3700 QUEBEC ST,STE 100,DENVER,CO,80207,USA,39.768459,-104.901932,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 4782,TUPSS4782,(970)461-7746,store4782@theupsstore.com,1437 DENVER AVE,,LOVELAND,CO,80538,USA,40.408115,-105.046021,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 4655,TUPSS4655,(970) 221-4655,store4655@theupsstore.com,1281 E Magnolia St.,Unit D,Ft Collins,CO,80524,USA,40.5824209,-105.058276,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 16:00,Sunday 11:00 - 16:00
The UPS Store 6911,TUPSS6911,(806)368-7580,store6911@theupsstore.com,7717 Milwaukee Ave,Ste E,Lubbock,TX,79424,USA,33.5230543,-101.9584828,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 14:30,Sunday Closed
The UPS Store 5088,TUPSS5088,(541)752-1830,store5088@theupsstore.com,5060 SW PHILOMATH BLVD,,CORVALLIS,OR,97333,USA,44.551877,-123.308745,Monday 07:30 - 18:00,Tuesday 07:30 - 18:00,Wednesday 07:30 - 18:00,Thursday 07:30 - 18:00,Friday 07:30 - 18:00,Saturday 09:30 - 15:00,Sunday Closed
The UPS Store 5190,TUPSS5190,(806)771-5901,store5190@theupsstore.com,3410 98th St,Ste 4,Lubbock,TX,79423,USA,33.5057991,-101.8912638,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 14:30,Sunday Closed
The UPS Store 5675,TUPSS5675,(806)655-1112,store5675@theupsstore.com,2200 4TH AVE,,CANYON,TX,79015,USA,34.979584,-101.91983,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 14:30,Sunday 12:00 - 17:00
The UPS Store 0927,TUPSS0927,(806) 352-2600,store0927@theupsstore.com,3440 Bell,Ste 320,Amarillo,TX,79109,USA,35.1756582,-101.9051465,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 17:00,Sunday 12:00 - 17:00
The UPS Store 1566,TUPSS1566,(503)399-1320,store1566@theupsstore.com,3760 MARKET ST NE,,SALEM,OR,97301-1826,USA,44.950169,-122.986301,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday 10:00 - 16:00
The UPS Store 2200,TUPSS2200,(307)472-2125,store2200@theupsstore.com,301 Thelma Dr,,Casper,WY,82609,USA,42.8483492,-106.2757764,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 5792,TUPSS5792,(503)650-5855,store5792@theupsstore.com,2050 BEAVERCREEK RD,#101,OREGON CITY,OR,97045-7542,USA,45.332672,-122.58159,Monday 09:00 - 19:00,Tuesday 09:00 - 19:00,Wednesday 09:00 - 19:00,Thursday 09:00 - 19:00,Friday 09:00 - 19:00,Saturday 09:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 0803,TUPSS0803,(503)653-0255,store0803@theupsstore.com,10117 SE SUNNYSIDE RD,STE F,CLACKAMAS,OR,97015-7708,USA,45.433498,-122.56137,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 2806,TUPSS2806,(503) 661-3993,store2806@theupsstore.com,2870 Ne Hogan Dr.,Ste E,Gresham,OR,97030,USA,45.517654,-122.414258,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 5298,TUPSS5298,(503)235-7122,store5298@theupsstore.com,1327 SE TACOMA ST,,PORTLAND,OR,97202,USA,45.464469,-122.652329,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 10:00 - 16:00,Sunday Closed
The UPS Store 5253,TUPSS5253,(503)646-2904,store5253@theupsstore.com,8630 SW SCHOLLS FERRY RD,,BEAVERTON,OR,97008-6621,USA,45.457344,-122.781564,Monday 09:00 - 17:00,Tuesday 09:00 - 17:00,Wednesday 09:00 - 17:00,Thursday 09:00 - 17:00,Friday 09:00 - 17:00,Saturday 10:00 - 16:00,Sunday Closed
The UPS Store 3604,TUPSS3604,(503)222-4888,store3604@theupsstore.com,818 SW 3RD AVE,,PORTLAND,OR,97204-2405,USA,45.517387,-122.676031,Monday 09:00 - 19:00,Tuesday 09:00 - 19:00,Wednesday 09:00 - 19:00,Thursday 09:00 - 19:00,Friday 09:00 - 19:00,Saturday 10:00 - 18:00,Sunday 10:00 - 15:00
The UPS Store 1887,TUPSS1887,(503) 591-8559,store1887@theupsstore.com,20449 Sw Tv Hwy,,Aloha,OR,97003,USA,45.4970383,-122.8895253,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 09:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 6550,TUPSS6550,(360)314-4300,store6550@theupsstore.com,305 SE Chkalov Dr,Ste 111,VANCOUVER,WA,98683,USA,45.618772,-122.553318,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 1940,TUPSS1940,(509) 735-7085,store1940@theupsstore.com,2839 W Kennewick Ave,,Kennewick,WA,99336,USA,46.2093302,-119.1653411,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 2673,TUPSS2673,(208) 882-5000,store2673@theupsstore.com,676 Pullman Rd,,Moscow,ID,83843,USA,46.734365,-117.0120594,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 08:00 - 16:00,Sunday Closed
The UPS Store 2594,TUPSS2594,(406)655-9856,store2594@theupsstore.com,1302 N 24TH ST,,BILLINGS,MT,59102,USA,45.783301,-108.576421,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 09:00 - 17:00,Sunday 10:00 - 15:00
